0,0,-1
10,9,-1
20,20,-1
30,30,0
40,40,-1
50,50,-1
60,59,-1
70,70,-1
80,79,-1
90,90,-1
100,101,-1
110,109,-1
120,120,-1
130,130,-1
140,142,-1
150,150,-1
160,160,0
170,169,-1
180,180,-1
190,190,-1
200,200,-1
210,-1,-1
220,201,0
230,0,-1
0,0,-1
10,9,-1
